group,title,coding
conservative_filtered_nov21,Ilhan Omar Urges Biden to ‘Reverse’ President Trump’s Middle East Agreements -- Thinks that peace between Israel and Arab nations is a bad thing.,
politics_filtered_nov21,Who needs Russia? Loudest attacks on US vote are from Trump,
politics_filtered_nov20,Poll: 61 percent of voters say it's important that Trump give concession speech,
conservative_filtered_nov20,Satire: Obama: 'Biden Has Touched Us All',
politics_filtered_nov21,"Twitter will hand @POTUS to Biden on Inauguration Day, even if Trump doesn’t concede",
conservative_filtered_nov19,Trump Legal Team Holds Presser: ‘Trump Won In A Landslide. We Are Going To Prove It’ | The Daily Wire,
politics_filtered_nov21,The Cabinet Appointments That Really Matter In The Incoming Biden Administration,
politics_filtered_nov20,Georgia Secretary of State to certify election for Biden,
politics_filtered_nov21,Trump to lose @POTUS Twitter account on January 20,
politics_filtered_nov21,A destructive legacy: Trump bids for final hack at environmental protections,
politics_filtered_nov21,"Trump considers targeting birthright citizenship with executive order in his last weeks in office, report says",
politics_filtered_nov20,Biden Must Keep His Word and Allow Investigations of Trump to Proceed,
politics_filtered_nov19,Trump-Appointed Judge Rejects Lin Wood’s ‘Creative’ Election Lawsuit in Georgia,
politics_filtered_nov21,Trump tries to leverage power of office to subvert Biden win,
politics_filtered_nov19,"Georgia Releases Hand Recount Results, Affirming Biden's Lead",
politics_filtered_nov19,Trump to Biden transition must start immediately: Chamber of Commerce,
politics_filtered_nov20,Detroit Asks Court to Issue Sanction After Trump Campaign Lawyer Used Court Filing to ‘Spread Disinformation’,
politics_filtered_nov20,A Trump speechwriter who was sacked in 2018 for meeting white nationalists has been rehired to oversee US Holocaust memorials,
politics_filtered_nov21,Trump Campaign Lawyers File New Pennsylvania Motion Which Misspells Governor’s Name,
conservative_filtered_nov20,"4th witness, also a Democrat saw perfect black marks on a stack of ballots ... 500 in a row all for Biden",
politics_filtered_nov21,Federal Judge Strikes DOJ from the Docket in E. Jean Carroll’s Case Against Donald Trump,
politics_filtered_nov19,Trump campaign's stream of Giuliani press conference includes audio of people mocking him,
politics_filtered_nov21,US Chamber of Commerce chief calls on Trump to stop delaying transition to Biden presidency,
conservative_filtered_nov21,Lin Wood: President Trump won 400 electoral votes | One America News Network,
politics_filtered_nov20,AOC and Cori Bush Join Protest Outside DNC to Push Biden on Climate Action,
politics_filtered_nov19,Biden Maintains His Lead Over Trump as Georgia Recount Ends,
conservative_filtered_nov21,Trump Touts New Rules to 'End Global Free Loading' of Prescription Drugs,
politics_filtered_nov20,Trump Continues To Falsely Downplay COVID After US Death Toll Reaches 250k,
politics_filtered_nov21,Latinas for Trump founder unseated Florida Democrat after ‘shadow candidate’ with his surname entered the race,
conservative_filtered_nov20,9 Key Points from Trump Campaign Press Conference on Challenges to Election Results,
politics_filtered_nov21,Detroit voters sue Donald Trump over unsubstantiated claims of voter fraud,
politics_filtered_nov21,Bypassing McConnell: Democrats push Biden to aggressively use executive power,
politics_filtered_nov20,"Once Out Of Office, Trump Faces Significant Legal Peril",
conservative_filtered_nov21,Trump lawyers cited Minnesota counties in affidavit about Michigan: report,
conservative_filtered_nov20,Biden marks Transgender Day of Remembrance,
politics_filtered_nov19,Trump's firing of top election security official unsettles lawmakers,
politics_filtered_nov20,"Republican Party sparks backlash with ""Trump won by a landslide"" post: ""What happened to you?""",
politics_filtered_nov20,It’s time for everyone to pick a side: America or President Trump,
politics_filtered_nov20,Biden set to meet with democratic leaders on Capitol Hill,
politics_filtered_nov20,NY probes Trump consulting payments that reduced his taxes,
politics_filtered_nov20,"Georgia election official says hand tally of presidential race is complete, the results affirm Biden’s lead over Trump",
conservative_filtered_nov20,Trump To Release “Clear Path To Victory” Today At High Noon!,
politics_filtered_nov20,Tucker Carlson bashes Trump attorney Sidney Powell for lack of evidence in fraud claims: ‘She never sent us any’,
politics_filtered_nov21,‘Do they just not care?’ Miami immigrants troubled by surge of Latino support for Trump,
politics_filtered_nov21,It’s time for everyone to pick a side: America or President Trump,
conservative_filtered_nov20,"Georgia certifies election results, making Biden win official",
politics_filtered_nov21,Twitter says it’s handing @POTUS account over to Joe Biden on Inauguration Day,
politics_filtered_nov19,Non-Giuliani Trump Attorneys Admit Trump’s Claims of Election Fraud Are Bullshit,
conservative_filtered_nov19,AZ GOP Chair Dr. Kelli Ward Confident Election ‘Will Ultimately Be Decided in Favor of President Donald J. Trump’,
politics_filtered_nov21,Most Republicans greet Trump’s push to overturn the election with a customary response: Silence,
politics_filtered_nov20,Trump's Stupid Coup—Which Hasn't Failed Yet—Is Distracting Us From What Needs to Be Done,
conservative_filtered_nov21,"Obama to produce Netflix series about Trump transition, unclear whether it will include abusing intel agencies to spy on successor",
conservative_filtered_nov20,Georgia Secretary of State Certifies Biden’s Win After Audit,
politics_filtered_nov21,"GOP Sen. Blackburn Calls Biden President-Elect, but Later Takes it Back",
politics_filtered_nov20,Donald Trump Is Endangering America's National Security for His Ego,
conservative_filtered_nov19,"3rd monitor, a Democrat: ""Hundreds of these ballots seemed impeccable, with no folds or creases. The bubble selections were perfectly made ... only observed selections in black ink, and all happened to be selections for Biden.""",
conservative_filtered_nov19,"In Nevada, A Corrupt Cash-For-Votes Scheme Is Hiding In Plain Sight -- In tribal areas, Native American nonprofits illegally offered gift cards, electronics, and other 'prizes' in an effort to get out the vote—for Joe Biden.",
conservative_filtered_nov19,"Georgia Republican Poll Watcher Discovered Recount Error Off By More Than 9,000 Votes Wrongly Given To Biden",
politics_filtered_nov20,Trump objects to counting thousands of Wisconsin ballots,
politics_filtered_nov21,Pete Buttigieg May Be Contender For Biden’s Cabinet | NBC News NOW,
conservative_filtered_nov19,"Sidney Powell: Absent software fraud, Trump 'had at least 80 million votes'",
politics_filtered_nov19,Here’s a Timeline of the Presidential Certification Process That Trump Is Trying to Disrupt,
politics_filtered_nov21,"Wall Street Journal Bails on Trump’s ‘Conspiracy Theory,’ Says Giuliani is Not a ‘Serious Practicing Attorney",
conservative_filtered_nov20,Joe Biden stays silent over proposed meeting with BLM founder,
conservative_filtered_nov20,Joe Biden Holds Lead in Georgia After Hand Recount,
politics_filtered_nov21,Georgia governor certifies presidential electors for Biden,
politics_filtered_nov21,Georgia certifies that Joe Biden won the recount,
conservative_filtered_nov20,"After Insulting Trump Voters For Years, NYT Writer Complains Reaching Out To Them Is A 'Waste Of Time'",
politics_filtered_nov20,Biden calls Trump ‘most irresponsible president in American history’,
politics_filtered_nov21,Trump Is No Longer the Problem. His Army of Followers Is.,
conservative_filtered_nov21,"How Christianity Gained Cultural Momentum In The Trump Era -- Some celebrities are not just talking the talk, but they seem to be walking a walk that seems to counter what Hollywood culture promotes and accepts.",
politics_filtered_nov21,Trump Is Staging a Comically Incompetent Coup — It would almost be possible to laugh at this debacle if the stakes weren’t so serious.,
politics_filtered_nov21,"Most GOP Senators Stay Mum on Trump's Efforts to Challenge Election, After Washington Post Contacted All 53 of Them",
politics_filtered_nov21,"Biden will receive @POTUS Twitter account on Jan. 20 even if Trump doesn't concede, company says",
politics_filtered_nov19,'Integrity still matters': the unlikely Republican standing up to Trump's voter fraud lies,
conservative_filtered_nov20,National Democratic Party official suggests re-education for Trump supporters: 'How do you deprogram 75 million people?',
politics_filtered_nov21,'Call His Bluff': Edward Norton's Viral Message On Trump,
politics_filtered_nov21,"Trump attacks big Pharma, announces programs to lower drug prices",
politics_filtered_nov20,Biden campaign sees no legal basis for overturning Michigan result,
politics_filtered_nov20,Democrats send letter to GSA head Emily Murphy demanding to know why the Biden-Harris transition has not begun,
conservative_filtered_nov21,Bigot: Joe Biden Lackey Wanted to Destroy Amy Coney Barrett Because She's Catholic,
politics_filtered_nov20,"Georgia recount complete, and Biden is still the winner",
politics_filtered_nov21,Republican Senator Lamar Alexander urges Trump to begin Biden transition,
politics_filtered_nov21,Biden team solicits donations to fund presidential transition as Trump administration blocks federal money,
politics_filtered_nov20,Donald Trump resigning is the most logical way his presidency could end,
politics_filtered_nov21,Republican leaders swore an oath to defend the Constitution. That means telling Trump it’s over.,
conservative_filtered_nov21,"BLM, Squad members pushing Dems, Biden to abolish prison",
politics_filtered_nov21,"Battered by failures to reverse Biden win, Trump, allies persist with fraud claims",
conservative_filtered_nov19,Donald Trump Called to Support Michigan Canvassing Board Members After Threats,
politics_filtered_nov20,Trump digs deeper into debunked conspiracy theories instead of embracing reality,
politics_filtered_nov21,Senator Shirkey and Speaker Chatifeld’s names projected on Trump International Hotel,
conservative_filtered_nov20,"Lin Wood Savagely Schools Fox News' Dana Perino, Who Suggested Dominion Should Sue Trump's Legal Team",
politics_filtered_nov20,Trump accuses Pfizer and Moderna of working to stop his re-election,
politics_filtered_nov21,Biden could announce Cabinet picks as soon as next week,
politics_filtered_nov19,"Second stimulus check: GOP will move forward with stimulus once Trump exits, Biden says",
politics_filtered_nov20,I Grew Up Surrounded By Religious Fanatics. Here's What I Know About Trump Supporters.,
politics_filtered_nov21,"GOP asks Michigan not to certify election results, citing ‘irregularities’ | The move follows speculation that Trump is seeking to persuade Michigan Republicans to override election results",
politics_filtered_nov20,GA secretary of state: I'm a proud Trump supporter but numbers don't lie,
politics_filtered_nov21,Republican Resistance Looms in the Senate for Biden’s Nominees,
politics_filtered_nov21,"Biden is considering making Merrick Garland, denied Supreme Court seat, the attorney general",
conservative_filtered_nov21,Ben Carson credits Trump's action after becoming 'desperately ill' with COVID: 'Saved my life',
politics_filtered_nov21,"Trump campaign ""seeking to disenfranchise Black voters"" with election fraud claims: lawsuit",
politics_filtered_nov21,"A group of Michigan voters are suing the Trump campaign for disenfranchising Black voters, lawsuit alleges",
conservative_filtered_nov19,Sidney Powell: Trump Won in a Landslide and We're Going to Prove It,
politics_filtered_nov21,Twitter says it will give @POTUS account to Biden on Inauguration Day,
politics_filtered_nov20,"Obama says all Americans ‘should be troubled’ by Trump’s efforts to subvert democracy. ‘I’m less surprised by Donald Trump doing this, he has shown, you know, only a flimsy relationship with the truth,' says Obama",
politics_filtered_nov21,"Trump’s monumental sulk: president retreats from public eye as Covid ravages US | Two weeks after his defeat, Trump has gone from always present to effectively missing, behavior that many say is an unprecedented and dangerous",
politics_filtered_nov20,Latinas for Trump founder unseated Florida Democrat after ‘shadow candidate’ with his surname entered the race,
politics_filtered_nov19,New Delays In Final Stage Of Census Could Foil Trump’s Plan To Rig It,
conservative_filtered_nov21,Joe Biden loses it at reporter who asked about kids going back to classrooms - then tells press to leave,
politics_filtered_nov19,Federal judge releases audio of hearing in Trump campaign's Pennsylvania lawsuit,
politics_filtered_nov21,Twitter to Meet With Biden Transition Team on Transfer of Social Media Accounts From Trump Admin,
politics_filtered_nov20,‘Exhibit Q’: Lawyer Lin Wood Submits that Michigan Is Really Minnesota in Failed Pro-Trump Election Affidavit,
politics_filtered_nov20,Trump May Need to Be Impeached and Removed Before Inauguration Day,
politics_filtered_nov20,Count on Biden to Restore the National Monuments Trump Trashed,
conservative_filtered_nov20,Catholic Bishop: 'I Beg Mr. Biden to Repent of His Dissent From Catholic Teaching on Abortion &amp; Marriage',
politics_filtered_nov21,Impeach the president again — Removal from office wouldn’t be the goal this time. It would be to prevent Trump from running again.,
politics_filtered_nov21,"With Trump sabotaging American democracy, the Russians don’t need to interfere",
politics_filtered_nov19,Report: Trump reached out to GOP Wayne County canvassers who are now looking to reverse decision,
politics_filtered_nov20,"Democrats lose patience with GSA's Biden transition delay, demand answers",
politics_filtered_nov21,Trump Chooses Golf Over Virtual COVID-19 Meeting With World Leaders,
politics_filtered_nov20,Why Trump Should Not Have Access to U.S. Intelligence After January 20,
politics_filtered_nov21,Trump does not participate in G-20 event on global pandemic preparedness,
politics_filtered_nov21,Trump supporters plan D.C. rally two days before electoral college votes are cast,
politics_filtered_nov20,Is Trump Trying to Take the Economy Down With Him? | His Treasury secretary is shackling the nation’s central bank and closing an emergency program for local governments.,
politics_filtered_nov21,Michigan group sues Trump campaign for alleged mass voter suppression,
politics_filtered_nov19,Georgia's Republican Secretary of State and his wife received texts telling them they deserve 'to face a firing squad' as Trump escalated his attacks on election results,
conservative_filtered_nov20,Trump Campaign Lawyers: There is a Pattern of Planned Voter Fraud in Multiple States,
conservative_filtered_nov19,"Trump Campaign Withdraws Lawsuit in Michigan After Wayne County 'Relief,' Says Giuliani",
conservative_filtered_nov20,Mitt Romney issues scathing statement condemning President Trump's voter fraud claims,
conservative_filtered_nov19,Trump To Release “Clear Path To Victory” Today At High Noon!,
conservative_filtered_nov21,Whoa: Nearly a Third of Democrats Believe the Election Was Stolen From Trump,
conservative_filtered_nov20,"New Senate report purportedly 'confirms' Biden family's business ties to Chinese, Russian governments",
conservative_filtered_nov20,"Trump lawyers lay out voter fraud cases in Pennsylvania, Michigan and Wisconsin",
politics_filtered_nov19,Detroit Asks Court to Issue Sanction After Trump Campaign Lawyer Used Court Filing to ‘Spread Disinformation’,
politics_filtered_nov21,Michigan election staff recommend certification of Biden win,
politics_filtered_nov20,Trump and Giuliani are the Republican Party,
conservative_filtered_nov20,Biden vows there will be no national shutdown,
politics_filtered_nov20,"Senate GOP breaks 123-year tradition to pack courts with Trump’s judicial nominees in spite of loss. The latest judge approved by Mitch McConnell &amp; Co. is a 33-year-old lawyer who the Bar Assoc. rated “not qualified""",
politics_filtered_nov20,Solar Companies Ask Biden To Reverse Trump’s Biggest Blow To The Industry,
politics_filtered_nov20,Committee Chairs Summon GSA Head On Refusal to Grant Biden-Harris Team Access to Transition Resources,
politics_filtered_nov20,‘It’s Time for the State Bars to Come Get Their People’: Lawyers Eviscerate Trump Campaign’s ‘Nonsensical’ Press Conference,
politics_filtered_nov21,People Think Mnuchin Accidentally Said Trump Admin’s Most Honest Thing About COVID-19,
conservative_filtered_nov20,Trump campaign lawyer under protection following ‘threats of harm’,
conservative_filtered_nov19,Elizabeth Warren Calls for Biden to ‘Cancel Student Loan Debt for Tens of Millions of Americans’,
politics_filtered_nov20,Trump apparently mistakes parody Twitter account for one run by his sister,
conservative_filtered_nov19,"Ann Coulter: Gee, Why Can’t Trump Accept Defeat Like the Democrats?",
politics_filtered_nov19,Judge rejects Trump supporter’s attempt to block election results,
politics_filtered_nov21,'Certify the Results!': Michigan Lawmakers Blasted for 'Legitimizing a Fascist Coup Attempt' by Meeting With Trump,
politics_filtered_nov20,Trump Camp Outraged Georgia Recount Counted The Votes,
conservative_filtered_nov20,Intimidation Tactics Against Trump Lawyers Undermine Justice,
politics_filtered_nov21,Trump's 'Death Star' strategy: Forcing a fight over states' electors,
politics_filtered_nov20,The Case for Prosecuting Trump,
politics_filtered_nov21,Trump steps on Michigan lawmakers' message in tweets after meeting,
politics_filtered_nov19,Georgia expected to release results of Trump-Biden hand recount,
politics_filtered_nov19,Trump Has Slashed Jobs At Nearly Every Federal Agency; Biden Promises a Reversal,
politics_filtered_nov20,New York AG probes consulting payments to Ivanka that reduced Donald Trump's taxes,
politics_filtered_nov19,Joe Biden says stimulus package stalled because Republicans fear retribution from Trump,
politics_filtered_nov19,The Only Way for Biden to ‘Move the Country Forward’ Is To Hold Trump To Account for his,
politics_filtered_nov19,"Trump remains silent as US passes 250,000 COVID-19 deaths",
conservative_filtered_nov20,"New York Times op-ed admits 'Trump was right,' Democrats 'wrong,' about keeping schools open ""Some things are true even though President Trump says them""",
politics_filtered_nov21,Trump’s last-ditch efforts to overturn results fail to make dent in Biden victory,
conservative_filtered_nov19,"If Biden Can Take Power by Fraud, Our Republic Has Abolished Itself",
conservative_filtered_nov21,Nancy Pelosi calls Trump a 'Psychopathic Nut',
conservative_filtered_nov20,Do Trump’s Lawyers Know What They Are Doing?,
conservative_filtered_nov19,Trump Campaign Requests Recount of Key Counties in Wisconsin,
conservative_filtered_nov21,Chris Evans and Zach Braff Encourage Keeping Track of Trump ‘Enablers’,
politics_filtered_nov21,"Rahm Emanuel Reportedly Being Considered for Biden's Cabinet, a Choice That Would Be a Slap in the Face to Black Voters",
politics_filtered_nov19,Biden approaches 80 million votes in historic victory,
conservative_filtered_nov19,A Bad Sign? Trump Holds Blowout Clearance Sale On MAGA Hats,
politics_filtered_nov21,"The Trump campaign’s much-hyped affidavit features a big, glaring error",
conservative_filtered_nov19,"Ga. GOP: Biden got 9,626 votes in Dekalb County by mistake",
politics_filtered_nov20,Joe Biden confirmed as Georgia winner after recount,
conservative_filtered_nov20,Atlanta Mayor Suggests Trump Would ‘Eat His Own Children’ To Advance Agenda | The Daily Wire,
politics_filtered_nov19,Trump shared a video that featured a former administrator of QAnon's fringe message board spreading election misinformation,
conservative_filtered_nov20,Tucker Carlson Unloads On Trump Lawyer Sidney Powell Over Wild Election Claims: The Truth Matters,
conservative_filtered_nov20,Report: Biden’s proposed gun control plan could hit gun owners with $34 billion in taxes,
conservative_filtered_nov20,Trump Legal Adviser Jenna Ellis Rips Media: ‘You Are Not Unbiased Jurors’,
politics_filtered_nov21,"As world leaders meet to talk pandemic, Trump checks out and hits the links",
politics_filtered_nov20,Romney accuses Trump of trying to ‘subvert the will of the people’ with election challenges,
politics_filtered_nov20,Trump’s Attempts to Overturn the Election Are Unparalleled in U.S. History,
politics_filtered_nov19,"Trump boasts coronavirus mortality rate is ‘85% down’ as US death toll hits 250,000",
politics_filtered_nov19,Whoopi Goldberg blasts Trump over COVID-19 spike: 'This blood is on his hands',
politics_filtered_nov20,Shirkey and Chatfield: Your meeting with Trump is dangerous,
politics_filtered_nov19,"Now 0 for 3 in lawsuits, the Republican Party just will not accept that Trump lost Arizona",
politics_filtered_nov21,"G20 leaders meet to discuss help for poorest nations in post-Covid world, Trump golfs",
politics_filtered_nov19,"Georgia recount confirms Biden victory over Trump, says state election official",
politics_filtered_nov19,Georgia election official says hand tally of presidential race affirms Biden’s lead over Trump,
politics_filtered_nov19,Chamber of Commerce CEO Tom Donohue urges Trump to not delay transition to Biden 'a moment longer',
politics_filtered_nov21,"Steven Mnuchin Swears He’s Not Tanking the Economy Just to F--k Over Joe Biden: Strangely, not everyone believes him.",
politics_filtered_nov21,More GOP Senators Have COVID Than Have Acknowledged That Joe Biden Won,
politics_filtered_nov19,"Senate Confirms Trump Nominee, 33, to Lifetime Judgeship Despite ‘Not Qualified’ Rating and Dearth of Trial Experience",
politics_filtered_nov20,Why Michigan’s Top Legislators Should Cancel that Meeting with Trump,
conservative_filtered_nov19,Trump invites GOP Michigan lawmakers to White House amid challenge to election results,
politics_filtered_nov19,Attorneys Left Scratching Their Heads as Trump Campaign Lawyer Does the Unthinkable in Michigan,
politics_filtered_nov20,Biden campaign: Trump efforts to derail Michigan election results an 'abuse of office',
conservative_filtered_nov20,Obama’s Grotesque Self-Revisionism -- The former president's assessment of Trump ignores his own administration’s lawlessness.,
politics_filtered_nov19,Trump Campaign News Conference on Legal Challenges,
conservative_filtered_nov19,"New York Times op-ed admits 'Trump was right,' Democrats 'wrong,' about keeping schools open ""Some things are true even though President Trump says them""",
politics_filtered_nov20,Trump and Rudy Giuliani’s lawsuits challenging the election are a clown show,
politics_filtered_nov21,Twitter will hand @POTUS account to Biden on Inauguration Day,
politics_filtered_nov19,Harvard students urge leadership to bar Trump officials from campus,
politics_filtered_nov20,Biden Decries Trump Conduct as ‘Outrageous’,
politics_filtered_nov21,Black Detroit voters sue Trump campaign over effort to invalidate election results,
conservative_filtered_nov19,Trump-Appointed Judge Rejects Lin Wood’s ‘Creative’ Election Lawsuit in Georgia,
politics_filtered_nov21,Pompeo’s Grotesque Farewell Party in Israel Shows That the Trump Team Knows It's Over — Pompeo used his visit to Israel and the settlements to push forward his pet ideological project and advance his post-Trump political career.,
politics_filtered_nov21,Biden to work to end executions as government sets 3 more,
politics_filtered_nov21,‘Something very historical’: Push for diverse Biden Cabinet,
politics_filtered_nov20,"Biden is considering making Merrick Garland, denied Supreme Court seat, the attorney general",
conservative_filtered_nov20,Trump Admin Brings Hammer Down on 'Anti-Semitic' Movement Targeting Israel,
politics_filtered_nov19,Push for Biden to cancel student debt using executive order grows,
politics_filtered_nov20,"After Years of Watching ‘Trump Show,’ TV News Starts to Turn it Off",
politics_filtered_nov21,Sen. Graham says Biden should have access to classified intelligence briefings,
politics_filtered_nov21,"Here’s when Biden’s win becomes official — and how Trump is trying to prevent that | With key deadlines looming, derailing the certification of results is part of the president’s strategy",
politics_filtered_nov20,"Trump should quit and 'not be embarrassing', Czech president says.",
politics_filtered_nov21,Neal Katyal: All of Trump’s criminal immunity expires in about 60 days,
conservative_filtered_nov20,Trump Campaign Lawyers: There Is a Pattern of Planned Voter Fraud in Multiple States,
conservative_filtered_nov21,Trump voters back the President’s charges of election fraud led by Democrats,
conservative_filtered_nov21,Trump Appears To Doubting Tucker And Lets Him Touch The Fraudulent Ballots Himself,
conservative_filtered_nov19,Trump Lawyer in PA Placed Under Protection After ‘Threats of Harm’,
politics_filtered_nov21,"Paris agreement gets 'new lease on life' under Biden, climate advocates say",
politics_filtered_nov21,"Editorial: Trump’s effort to steal the election is a step toward fascism in America. If you call yourself a patriot, you can’t support it",
politics_filtered_nov21,Republicans demand Michigan delay certifying Biden win for ‘audit’ of Detroit vote,
politics_filtered_nov19,Ivanka Trump's Ex-Best Friend Says Donald Trump Had a 'Photographic Memory' for Her Body Changes,
politics_filtered_nov21,Barack Obama: ‘Donald Trump and I tell very different stories about America’,
politics_filtered_nov21,"Business and World Leaders Move On as Trump Fights to Reverse Election | President-elect Joseph R. Biden Jr. is seizing the moment, not to aggressively confront the president he defeated, but to act presidential in his stead.",
politics_filtered_nov21,Biden's popular vote lead over Trump stretches to more than 6m,
politics_filtered_nov20,"Governors meet with Biden to discuss plan to combat virus — Gov. Larry Hogan, R-Md., was one of a number of governors who met with President-elect Biden on Thursday to talk about combating the coronavirus. Gov. Hogan joins Morning Joe to discuss the meeting.",
conservative_filtered_nov21,Berkeley professor sparks outrage by claiming Trump supporters who have an 'indifference' to COVID are like Germans who 'ignored and profited from the Holocaust',
politics_filtered_nov20,Trump lawyer Rudy Giuliani's son Andrew tests positive for Covid after attending press conference,
politics_filtered_nov19,A Pro-Trump ‘Scam PAC’ Got a Huge Taxpayer Bailout,
politics_filtered_nov20,Election security official fired by Trump claims Giuliani press conference ‘most dangerous’ in TV history,
politics_filtered_nov21,Trump's emotional state is 'quite fragile' after election loss,
conservative_filtered_nov19,"After Insulting Trump Voters For Years, NYT Writer Complains Reaching Out To Them Is A 'Waste Of Time'",
politics_filtered_nov20,Romney blasts ‘undemocratic’ Trump for pressuring Republicans to overturn election,
conservative_filtered_nov20,Whoa: Nearly a Third of Democrats Believe the Election Was Stolen From Trump,
conservative_filtered_nov20,Top Border Officials Warn About Disastrous Effects of Biden's Promise to Stop Building the Border Wall,
politics_filtered_nov19,"Trump's rhetoric is ""so similar"" to Jim Jones, says woman who fled Jonestown cult",
politics_filtered_nov20,Georgia certifies Biden as state's 2020 winner,
politics_filtered_nov21,Trump Using Last Days to Lock in Policies and Make Biden’s Task More Difficult,
politics_filtered_nov21,Trump Camp Outraged Georgia Recount Counted The Votes,
politics_filtered_nov20,Donald Trump’s Effort To Steal The Election Is Comically Stupid — And Extremely Dangerous,
politics_filtered_nov20,"New York officials are now said to be investigating some of Trump's tax write-offs, including consulting fees that appeared to go to his daughter Ivanka",
politics_filtered_nov21,Biden's margin of victory widens as Trump's subversion efforts grow more frantic,
conservative_filtered_nov19,Georgia Audit Catches Third Batch Of Uncounted Votes Favoring Trump,
politics_filtered_nov20,Black Bankers Push Biden Team to Secure Top Jobs for Minorities,
conservative_filtered_nov19,'Climate action is tied to reproductive justice': AOC says the Biden administration has committed to a $2 trillion climate plan,
politics_filtered_nov19,Rudy Giuliani claims without proof Trump won Wisconsin 'by a good margin',
politics_filtered_nov19,The GOP’s Big Self-Own - Republican support for Trump’s election-fraud claims isn’t just damaging to Biden and democracy—it’s damaging to Republicans too.,
politics_filtered_nov21,'Call his bluff': Edward Norton lays out poker-style Trump analysis we never expected,
politics_filtered_nov19,Twitter Reminds Matt Gaetz Of ‘Lock Her Up’ After He Slams Calls For Jailing Trump,
conservative_filtered_nov21,Hispanic Voters in Florida Feel Election Was Stolen from Trump,
politics_filtered_nov19,The Trump Campaign Is Paying For A Recount In Wisconsin — But Only In Areas With Large Black Populations,
politics_filtered_nov19,New shenanigans are afoot in Michigan as Trump tries to block certification of Biden’s win,
politics_filtered_nov21,Biden could announce Cabinet picks as soon as next week,
politics_filtered_nov21,Biden wades into coronavirus relief fight,
politics_filtered_nov20,Tucker Carlson Asked a Trump Campaign Lawyer for Proof and That’s When She Shut Him Down,
politics_filtered_nov19,Trump's election lawsuits plagued by elementary errors,
politics_filtered_nov19,Hmm...Michigan Republicans Backtracked on Certifying Election After Receiving Call From Trump,
politics_filtered_nov20,Michigan GOP lawmakers heckled on arrival for White House meeting | The meeting comes as Trump's lawyers call for state legislatures to name electors for Trump in states Biden won.,
politics_filtered_nov20,Atlanta mayor: Trump would 'eat his own children' if it helped him,
conservative_filtered_nov19,Trump campaign lawyer under protection following ‘threats of harm’,
politics_filtered_nov19,President Trump invites Michigan GOP leaders to White House,
politics_filtered_nov20,"If Biden wants unity, he must first hold Trump accountable",
politics_filtered_nov20,Trump personally called two Republicans who now oppose certifying Detroit-area votes,
politics_filtered_nov19,Donald Trump Will Try To Convince State Republicans to Change Electoral College Rules to Win: Report,
politics_filtered_nov20,"Giuliani Presser Was ‘Most Dangerous’ TV In US History, Says Security Expert Trump Fired",
politics_filtered_nov21,Conspiracy theories are Trump ‘weapons’ in desperate bid to cling to power,
politics_filtered_nov20,"World leaders have moved on from Trump, says Eurasia Group president — Ian Bremmer of the Eurasia Group says that world leaders have moved on from the Trump presidency and are preparing for President-elect Biden.",
politics_filtered_nov19,It's Donald Trump vs. democracy. Which side are you on?,
politics_filtered_nov19,"JUST IN: Georgia Republican Secretary Of State Says ‘No Doubt’ Biden Won, Will Move To Certify Vote",
politics_filtered_nov19,Obama Says He Expected Trump Would Only Be One-Term President: 'I Was Right about That',
politics_filtered_nov20,Trump administration cuts off emergency Federal Reserve programs as coronavirus cases spike,
politics_filtered_nov19,"As Trump campaign challenges election results, El Paso has a different question: Where is our money?",
conservative_filtered_nov21,Brian Williams mocks Geraldo Rivera suggestion to name COVID-19 vaccine after Trump,
politics_filtered_nov20,Biden says Trump 'will go down in history as being one of the most irresponsible presidents',
politics_filtered_nov20,Weissmann: Citizen Trump should be prosecuted for obstructing Special Counsel Mueller,
conservative_filtered_nov20,"Major LGBT Group Urges Biden to Strip Accreditation of Christian Schools, Colleges",
conservative_filtered_nov21,[Not Satire] National Democratic Party official suggests re-education for Trump supporters: 'How do you deprogram 75 million people?',
politics_filtered_nov21,CNN's Brianna Keilar rolls the tape on Donald Trump's history of baselessly claiming election fraud,
politics_filtered_nov20,Republican Senator Lamar Alexander urges Trump to begin Biden transition,
conservative_filtered_nov19,"Michigan, 6:31 AM, 150,000 votes, 96% for Biden...nothing to see here",
politics_filtered_nov20,Trump Is No Longer the Problem. His Army of Followers Is.,
politics_filtered_nov19,Georgia Recount Confirms Biden Victory,
politics_filtered_nov19,"Mnuchin to End Some Fed Emergency Programs, Limiting Biden",
conservative_filtered_nov19,"Larry Elder: ""Biden to ‘Racist’ Trump Voters: ‘Let’s Heal’""",
politics_filtered_nov20,An attorney leading Trump's attempt to subvert the election results is a longtime QAnon supporter,
conservative_filtered_nov21,"Romney on Trump election tactics: 'Difficult to imagine a worse, more undemocratic action' by president",
politics_filtered_nov19,Judge Denies Trump’s Request for Second Hand Recount in Georgia,
politics_filtered_nov21,Trump options narrow as Michigan backs Biden win,
politics_filtered_nov21,Trump skips G20 pandemic event to visit golf club as virus ravages US,
politics_filtered_nov19,Biden says Trump 'will go down in history as being one of the most irresponsible presidents',
conservative_filtered_nov20,Berkeley Prof Compares Trump Supporters to Germans Under Nazi Rule and likens coronavirus pandemic to the Holocaust,
