,Unnamed: 0,coding,group,title,score
483,483,5.0,politics_filtered_nov19,"'We Simply Cannot Afford Half-Measures': Outside DNC, Progressives Demand Biden Go Big for Green New Deal",62
484,484,4.0,politics_filtered_nov21,"Rudy Giuliani's quixotic frenzy has observers wondering if he may need Trump's protection | ""One explanation? He needs a pardon and he's trying to earn it,"" a CNN analyst says",12418
485,485,4.0,conservative_filtered_nov21,Biden Mocks a Reporter for Asking a Question as Biden's Staff Tries to Get the Press Out of There,49
486,486,2.0,politics_filtered_nov20,Georgia certifies that Joe Biden won the recount,1160
487,487,4.0,conservative_filtered_nov21,"Joe Biden: Why Are Reporters Asking Me Questions? On Friday, Biden appeared dumbfounded as to why a reporter was asking the projected Democratic presidential-elect a question as the press pool was being scurried away by staff.",173
488,488,3.0,politics_filtered_nov21,Wisconsin officials: Trump observers obstructing recount,166
489,489,3.0,politics_filtered_nov19,An unusually easy Trump debunking: There was no suspicious vote dump in Wisconsin,623
490,490,1.0,politics_filtered_nov19,Why Trump Should Not Have Access to U.S. Intelligence After January 20,12864
491,491,1.0,politics_filtered_nov19,Republican-leaning U.S. Chamber of Commerce urges Trump to stop delaying transition to Biden administration,519
492,492,5.0,politics_filtered_nov21,'A Disgrace': Trump's DOJ Schedules Three More Federal Executions in Days Before Anti-Death Penalty Biden Takes Office,94
493,493,6.0,politics_filtered_nov21,"Trump addresses virtual G-20 summit, heads out before session on pandemic",67
494,494,4.0,conservative_filtered_nov21,"LIVE: March for Trump in Atlanta, Georgia",218
495,495,3.0,politics_filtered_nov20,Trump meets with Michigan GOP leaders in dubious bid to overturn Biden’s election,38
496,496,4.0,politics_filtered_nov21,Trump refuses to take questions after falsely claiming he won election in first media appearance in weeks. No sitting US president has falsely claimed an election victory from the Brady Briefing Room. Until Friday,18479
497,497,3.0,politics_filtered_nov19,Trump is the true perpetrator of election fraud,911
498,498,4.0,politics_filtered_nov19,Census Officials Say They Can’t Meet Trump’s Deadline for Population Count | Officials have concluded the Census Bureau won’t have data on time to carry out the administration’s goal of stripping unauthorized immigrants from population totals for apportionment.,586
499,499,5.0,conservative_filtered_nov19,"Biden taps son Hunter as Food Drug Commissioner. “I don’t know about the food part, but my boy knows drugs.""",2561
500,500,3.0,politics_filtered_nov19,'It was not pressure': Trump called a Michigan county official who now says she wants to rescind her vote to certify the election,2463
501,501,2.0,politics_filtered_nov19,"Georgia election official says hand tally of presidential race is complete, the results affirm Biden’s lead over Trump",1744
502,502,3.0,conservative_filtered_nov21,Gregg Jarrett Has an Important Reminder for the Media About the Trump Campaign's Evidence of Voter Fraud,19
503,503,3.0,politics_filtered_nov19,Trump and allies have sought to exclude 1 of every 10 votes in key states,382
504,504,3.0,politics_filtered_nov20,Sen. Lamar Alexander says no evidence of voter fraud: Biden should receive briefings,863
505,505,3.0,politics_filtered_nov21,"Shame the Random, Unknown Government Officials Aiding Trump’s Coup Attempt",5509
506,506,1.0,politics_filtered_nov20,Top House Democrats Demand Biden Transition Briefing From GSA Chief,278
507,507,4.0,politics_filtered_nov20,"There's 'not a legal' or political path for Trump to remain in office, says Gore recount lawyer",9149
508,508,3.0,politics_filtered_nov21,Wisconsin Officials: Trump Observers Obstructing Recount,56
509,509,4.0,politics_filtered_nov20,"As Trump gets more brazen about trying to steal the election, can congressional Republicans ditch him?",60
510,510,3.0,politics_filtered_nov21,Ivanka Trump distances self from dad’s election fraud claims as her own legal jeopardy grows,9876
511,511,5.0,politics_filtered_nov20,Romney says he can't imagine 'a more undemocratic action' than what Trump's done,457
512,512,6.0,politics_filtered_nov20,Trump trade advisor makes wild claim China sent ‘thousands of people around the world’ to spread Covid,43
513,513,4.0,politics_filtered_nov21,Michigan and Georgia Republicans Just Crushed Trump’s Coup Dreams,11395
514,514,2.0,politics_filtered_nov20,Georgia confirms a Biden win while Trump targets Michigan,287
515,515,5.0,conservative_filtered_nov19,Here's How Much Biden's Gun Tax Could Cost Every Day Americans,10
516,516,3.0,conservative_filtered_nov21,Donald Trump returns to the White House briefing room claiming he 'won' and suggests Pfizer held back vaccine to sabotage his election and says without him the drug would have taken four YEARS,94
517,517,3.0,politics_filtered_nov19,Trump turns to blocking state certification of U.S. election results after court losses,730
518,518,2.0,politics_filtered_nov19,Georgia confirms Biden victory and finds no widespread fraud after statewide audit,86
519,519,4.0,politics_filtered_nov19,"There's 'not a legal' or political path for Trump to remain in office, says Gore recount lawyer",7991
520,520,4.0,politics_filtered_nov20,Trump invites Michigan GOP state lawmakers to White House as legal challenges there fail,6791
521,521,5.0,politics_filtered_nov20,Joe Biden turns 78 today as he’s about to become the oldest sitting president,37
522,522,6.0,politics_filtered_nov21,"Plagued by COVID outbreaks, the meatpacking industry could be forced to change under Biden",117
523,523,4.0,politics_filtered_nov21,"U.S. Sen. Marsha Blackburn, a Trump ally, refers to Biden as 'president-elect'",11752
524,524,3.0,conservative_filtered_nov19,Lin Wood bombshell: 'Irrefutable evidence' of fraud in Georgia recount -- Attorney assisting campaign claims Trump won reelection in '70%-plus landslide',240
525,525,3.0,conservative_filtered_nov21,Lawyer working on Trump Pennsylvania effort placed under official protection due to threats,636
526,526,7.0,politics_filtered_nov21,"Ivanka Trump: How Dare You Investigate My Father for Tax Fraud, Which He Definitely Didn’t Use Me to Commit",18402
527,527,3.0,politics_filtered_nov20,Report: Trump reached out to GOP Wayne County canvassers who are now looking to reverse decision,7587
528,528,4.0,politics_filtered_nov19,Republican mayor from Michigan: ‘President Trump is deliberately lying to Americans’,9357
529,529,3.0,conservative_filtered_nov20,Joe Biden Keeps Lead in Georgia After Recount; Giuliani Says Recount ‘Means Nothing’,78
530,530,5.0,conservative_filtered_nov20,Elected DNC Member Floats Re-Education Camps for Trump Supporters,29
531,531,4.0,conservative_filtered_nov21,"While You Were Focused on The Kraken, the Senate Continued Confirming Trump Federal Judges",1878
532,532,2.0,politics_filtered_nov21,Arizona’s largest county certifies Biden win over Trump,7085
533,533,3.0,conservative_filtered_nov20,Romney: Surprising People Believe Trump's Fraud Claims,214
534,534,3.0,conservative_filtered_nov19,Trump Announces a Press Conference and a ‘Viable Path to Victory’,27
535,535,2.0,conservative_filtered_nov20,"Georgia recount results: Biden still ahead by 12,000 — but Trump has one last roll of the dice",116
536,536,4.0,politics_filtered_nov19,Trump summons Michigan GOP leaders for extraordinary meeting,100
537,537,5.0,politics_filtered_nov20,Donald Trump Undercuts American Democracy as he clings to power,66
538,538,3.0,politics_filtered_nov19,"Trump campaign drops Michigan election lawsuit, Rudy Giuliani says",3052
539,539,1.0,politics_filtered_nov21,Twitter will transfer presidential accounts to Joe Biden on Inauguration Day,95
540,540,4.0,politics_filtered_nov19,Buttigieg: Denying Biden intelligence briefings is about protecting Trump's 'ego',272
541,541,6.0,politics_filtered_nov21,Rudy Giuliani's Son Potentially Exposed Most of Trump's Legal Team to COVID During RNC Press Conference,20544
542,542,3.0,conservative_filtered_nov19,9 Key Points from Trump Campaign Press Conference on Challenges to Election Results,16
543,543,2.0,conservative_filtered_nov20,Lin Wood: President Trump won 400 electoral votes | One America News Network,9
544,544,1.0,politics_filtered_nov19,Trump's vaccine team will not brief Biden administration,162
545,545,4.0,politics_filtered_nov20,Trump’s press secretary Kayleigh McEnany heckled in briefing: ‘When will you admit you lost?’,5116
546,546,3.0,conservative_filtered_nov19,'Keep fighting': Second Trump rally in Washington set to protest electoral college vote,904
547,547,7.0,politics_filtered_nov20,New York expands Trump tax fraud investigations to include writeoffs: report,380
548,548,4.0,politics_filtered_nov19,Trump invites Michigan GOP state lawmakers to White House as legal challenges there fail,3501
549,549,8.0,conservative_filtered_nov19,One Of Biden’s First Admin Hires Helped Push Through China Trade Bill That Caused ‘Sharp Drop’ In US Jobs,143
550,550,4.0,politics_filtered_nov19,‘My Blood Is Boiling’: Ex-GOP Governor Torches Trump For Stonewalling Biden’s Transition,12286
551,551,1.0,politics_filtered_nov19,Trump's vaccine team will not brief Biden administration: U.S senator,198
552,552,4.0,conservative_filtered_nov21,"Catholics sounding alarm about Biden administration, conflicts with moral teachings",7
553,553,4.0,politics_filtered_nov21,Detroit asks judge to sanction Trump campaign for spreading 'disinformation',2300
554,554,4.0,politics_filtered_nov19,Duluth airport refused to host Pence event after Trump rally flouted safety rules,7236
555,555,1.0,conservative_filtered_nov21,Twitter says it will hand control of US president's official account to Joe Biden on January 20 - regardless of whether Donald Trump has left the White House,147
556,556,4.0,politics_filtered_nov19,"Giuliani, Trump Legal Team Melt Down In Insane Presser",2045
557,557,4.0,politics_filtered_nov19,"We Still Live In 2 Americas, Not 1 - The 2020 election saw more rich people vote for Trump then four years ago, while Joe Biden attracted more poor and low-income voters.",408
558,558,4.0,politics_filtered_nov21,Judge slaps down Trump appointee who has sought to reshape Voice of America and related agencies,3518
559,559,5.0,politics_filtered_nov21,"Merrick Garland Among Biden Candidates For Attorney General, Sources Say",19193
560,560,3.0,politics_filtered_nov19,Trump’s Last-Ditch Bid to Steal the Election: Install Loyal Electors,115
561,561,5.0,politics_filtered_nov20,A new beginning: We will survive our bad breakup with Donald Trump,144
562,562,8.0,politics_filtered_nov21,Trump's defeat by Joe Biden has triggered a huge wave of relief among the United States' European allies,47331
563,563,5.0,politics_filtered_nov19,Social Security Defenders Tell Biden to Keep Austerity-Obsessed Bruce Reed Far Away From the White House,116
564,564,6.0,politics_filtered_nov21,Trump’s failure to work with Biden is becoming more urgent as Covid spreads,298
565,565,4.0,politics_filtered_nov20,Trump’s election lawsuits plagued by elementary errors,205
566,566,4.0,politics_filtered_nov19,"Mike Shirkey, a Michigan Republican who will meet with Trump, said this week he would not override Biden’s victory.",95
567,567,6.0,conservative_filtered_nov21,'No national shutdown': Joe Biden says shutting down the virus will not require a national lockdown,551
568,568,3.0,politics_filtered_nov21,Michigan Republican leader is meeting with Trump at White House to discuss coup,10416
569,569,3.0,conservative_filtered_nov20,"Embarrassing Lapdog Biden Journalists Debase Their Profession in Latest Presser: ""What did you say to Americans, especially immigrant Americans who came to the United States, looking for political stability and are seeing all the things that the President is doing?""",26
570,570,3.0,conservative_filtered_nov20,"Sidney Powell: Absent software fraud, Trump 'had at least 80 million votes'",304
571,571,3.0,conservative_filtered_nov20,Trump Campaign Says It Has Uncovered Enough ‘Fraud’ To Overturn Election Result,1390
572,572,2.0,politics_filtered_nov21,Georgia Secretary of State Certifies Biden’s Win After Audit,9783
573,573,3.0,politics_filtered_nov21,A new lawsuit alleges Trump’s effort to overturn Michigan’s election results disenfranchises Black voters,528
574,574,3.0,politics_filtered_nov21,Trump’s last-ditch efforts to overturn results fail to make dent in Biden victory,109
575,575,3.0,politics_filtered_nov19,Donald Trump mounts all-out assault on election result in Michigan | President calls county officials in attempt to derail Biden victory | Plans to fly Republican lawmakers to meet with him in DC,531
576,576,4.0,conservative_filtered_nov19,Dear Joe Biden: are you kidding me? | Erin Brockovich,12
577,577,8.0,conservative_filtered_nov21,Ilhan Omar Urges Biden to ‘Reverse’ President Trump’s Middle East Agreements -- Thinks that peace between Israel and Arab nations is a bad thing.,40
578,578,3.0,politics_filtered_nov21,Who needs Russia? Loudest attacks on US vote are from Trump,217
579,579,4.0,politics_filtered_nov20,Poll: 61 percent of voters say it's important that Trump give concession speech,2614
580,580,4.0,conservative_filtered_nov20,Satire: Obama: 'Biden Has Touched Us All',65
581,581,1.0,politics_filtered_nov21,"Twitter will hand @POTUS to Biden on Inauguration Day, even if Trump doesn’t concede",8290
582,582,3.0,conservative_filtered_nov19,Trump Legal Team Holds Presser: ‘Trump Won In A Landslide. We Are Going To Prove It’ | The Daily Wire,40
583,583,5.0,politics_filtered_nov21,The Cabinet Appointments That Really Matter In The Incoming Biden Administration,14
584,584,2.0,politics_filtered_nov20,Georgia Secretary of State to certify election for Biden,104
585,585,1.0,politics_filtered_nov21,Trump to lose @POTUS Twitter account on January 20,94
586,586,5.0,politics_filtered_nov21,A destructive legacy: Trump bids for final hack at environmental protections,63
587,587,5.0,politics_filtered_nov21,"Trump considers targeting birthright citizenship with executive order in his last weeks in office, report says",1281
588,588,4.0,politics_filtered_nov20,Biden Must Keep His Word and Allow Investigations of Trump to Proceed,12450
589,589,3.0,politics_filtered_nov19,Trump-Appointed Judge Rejects Lin Wood’s ‘Creative’ Election Lawsuit in Georgia,155
590,590,3.0,politics_filtered_nov21,Trump tries to leverage power of office to subvert Biden win,348
591,591,2.0,politics_filtered_nov19,"Georgia Releases Hand Recount Results, Affirming Biden's Lead",55
592,592,1.0,politics_filtered_nov19,Trump to Biden transition must start immediately: Chamber of Commerce,1093
593,593,4.0,politics_filtered_nov20,Detroit Asks Court to Issue Sanction After Trump Campaign Lawyer Used Court Filing to ‘Spread Disinformation’,4278
594,594,5.0,politics_filtered_nov20,A Trump speechwriter who was sacked in 2018 for meeting white nationalists has been rehired to oversee US Holocaust memorials,17980
595,595,4.0,politics_filtered_nov21,Trump Campaign Lawyers File New Pennsylvania Motion Which Misspells Governor’s Name,388
596,596,3.0,conservative_filtered_nov20,"4th witness, also a Democrat saw perfect black marks on a stack of ballots ... 500 in a row all for Biden",588
597,597,7.0,politics_filtered_nov21,Federal Judge Strikes DOJ from the Docket in E. Jean Carroll’s Case Against Donald Trump,4586
598,598,4.0,politics_filtered_nov19,Trump campaign's stream of Giuliani press conference includes audio of people mocking him,1162
599,599,1.0,politics_filtered_nov21,US Chamber of Commerce chief calls on Trump to stop delaying transition to Biden presidency,1780
600,0,2.0,conservative_filtered_nov21,Lin Wood: President Trump won 400 electoral votes | One America News Network,36
601,1,5.0,politics_filtered_nov20,AOC and Cori Bush Join Protest Outside DNC to Push Biden on Climate Action,145
602,2,2.0,politics_filtered_nov19,Biden Maintains His Lead Over Trump as Georgia Recount Ends,57
603,3,4.0,conservative_filtered_nov21,Trump Touts New Rules to 'End Global Free Loading' of Prescription Drugs,67
604,4,6.0,politics_filtered_nov20,Trump Continues To Falsely Downplay COVID After US Death Toll Reaches 250k,317
605,5,5.0,politics_filtered_nov21,Latinas for Trump founder unseated Florida Democrat after ‘shadow candidate’ with his surname entered the race,57684
606,6,3.0,conservative_filtered_nov20,9 Key Points from Trump Campaign Press Conference on Challenges to Election Results,123
607,7,3.0,politics_filtered_nov21,Detroit voters sue Donald Trump over unsubstantiated claims of voter fraud,928
608,8,5.0,politics_filtered_nov21,Bypassing McConnell: Democrats push Biden to aggressively use executive power,10175
609,9,7.0,politics_filtered_nov20,"Once Out Of Office, Trump Faces Significant Legal Peril",94
610,10,3.0,conservative_filtered_nov21,Trump lawyers cited Minnesota counties in affidavit about Michigan: report,56
611,11,5.0,conservative_filtered_nov20,Biden marks Transgender Day of Remembrance,12
612,12,5.0,politics_filtered_nov19,Trump's firing of top election security official unsettles lawmakers,194
613,13,2.0,politics_filtered_nov20,"Republican Party sparks backlash with ""Trump won by a landslide"" post: ""What happened to you?""",858
614,14,4.0,politics_filtered_nov20,It’s time for everyone to pick a side: America or President Trump,489
615,15,5.0,politics_filtered_nov20,Biden set to meet with democratic leaders on Capitol Hill,82
616,16,7.0,politics_filtered_nov20,NY probes Trump consulting payments that reduced his taxes,767
617,17,2.0,politics_filtered_nov20,"Georgia election official says hand tally of presidential race is complete, the results affirm Biden’s lead over Trump",95376
618,18,4.0,conservative_filtered_nov20,Trump To Release “Clear Path To Victory” Today At High Noon!,452
619,19,7.0,politics_filtered_nov20,Tucker Carlson bashes Trump attorney Sidney Powell for lack of evidence in fraud claims: ‘She never sent us any’,414
620,20,4.0,politics_filtered_nov21,‘Do they just not care?’ Miami immigrants troubled by surge of Latino support for Trump,467
621,21,4.0,politics_filtered_nov21,It’s time for everyone to pick a side: America or President Trump,3645
622,22,2.0,conservative_filtered_nov20,"Georgia certifies election results, making Biden win official",52
623,23,1.0,politics_filtered_nov21,Twitter says it’s handing @POTUS account over to Joe Biden on Inauguration Day,699
624,24,3.0,politics_filtered_nov19,Non-Giuliani Trump Attorneys Admit Trump’s Claims of Election Fraud Are Bullshit,12890
625,25,4.0,conservative_filtered_nov19,AZ GOP Chair Dr. Kelli Ward Confident Election ‘Will Ultimately Be Decided in Favor of President Donald J. Trump’,267
626,26,4.0,politics_filtered_nov21,Most Republicans greet Trump’s push to overturn the election with a customary response: Silence,433
627,27,4.0,politics_filtered_nov20,Trump's Stupid Coup—Which Hasn't Failed Yet—Is Distracting Us From What Needs to Be Done,64
628,28,4.0,conservative_filtered_nov21,"Obama to produce Netflix series about Trump transition, unclear whether it will include abusing intel agencies to spy on successor",52
629,29,2.0,conservative_filtered_nov20,Georgia Secretary of State Certifies Biden’s Win After Audit,30
630,30,3.0,politics_filtered_nov21,"GOP Sen. Blackburn Calls Biden President-Elect, but Later Takes it Back",133
631,31,4.0,politics_filtered_nov20,Donald Trump Is Endangering America's National Security for His Ego,156
632,32,3.0,conservative_filtered_nov19,"3rd monitor, a Democrat: ""Hundreds of these ballots seemed impeccable, with no folds or creases. The bubble selections were perfectly made ... only observed selections in black ink, and all happened to be selections for Biden.""",1419
633,33,3.0,conservative_filtered_nov19,"In Nevada, A Corrupt Cash-For-Votes Scheme Is Hiding In Plain Sight -- In tribal areas, Native American nonprofits illegally offered gift cards, electronics, and other 'prizes' in an effort to get out the vote—for Joe Biden.",1062
634,34,3.0,conservative_filtered_nov19,"Georgia Republican Poll Watcher Discovered Recount Error Off By More Than 9,000 Votes Wrongly Given To Biden",1544
635,35,3.0,politics_filtered_nov20,Trump objects to counting thousands of Wisconsin ballots,95
636,36,3.0,politics_filtered_nov21,Pete Buttigieg May Be Contender For Biden’s Cabinet | NBC News NOW,28
637,37,3.0,conservative_filtered_nov19,"Sidney Powell: Absent software fraud, Trump 'had at least 80 million votes'",61
638,38,1.0,politics_filtered_nov19,Here’s a Timeline of the Presidential Certification Process That Trump Is Trying to Disrupt,146
639,39,3.0,politics_filtered_nov21,"Wall Street Journal Bails on Trump’s ‘Conspiracy Theory,’ Says Giuliani is Not a ‘Serious Practicing Attorney",2495
640,40,5.0,conservative_filtered_nov20,Joe Biden stays silent over proposed meeting with BLM founder,64
641,41,2.0,conservative_filtered_nov20,Joe Biden Holds Lead in Georgia After Hand Recount,106
642,42,2.0,politics_filtered_nov21,Georgia governor certifies presidential electors for Biden,8826
643,43,2.0,politics_filtered_nov21,Georgia certifies that Joe Biden won the recount,23362
644,44,4.0,conservative_filtered_nov20,"After Insulting Trump Voters For Years, NYT Writer Complains Reaching Out To Them Is A 'Waste Of Time'",131
645,45,4.0,politics_filtered_nov20,Biden calls Trump ‘most irresponsible president in American history’,12784
646,46,4.0,politics_filtered_nov21,Trump Is No Longer the Problem. His Army of Followers Is.,5163
647,47,4.0,conservative_filtered_nov21,"How Christianity Gained Cultural Momentum In The Trump Era -- Some celebrities are not just talking the talk, but they seem to be walking a walk that seems to counter what Hollywood culture promotes and accepts.",276
648,48,4.0,politics_filtered_nov21,Trump Is Staging a Comically Incompetent Coup — It would almost be possible to laugh at this debacle if the stakes weren’t so serious.,517
649,49,4.0,politics_filtered_nov21,"Most GOP Senators Stay Mum on Trump's Efforts to Challenge Election, After Washington Post Contacted All 53 of Them",778
650,50,1.0,politics_filtered_nov21,"Biden will receive @POTUS Twitter account on Jan. 20 even if Trump doesn't concede, company says",6116
651,51,3.0,politics_filtered_nov19,'Integrity still matters': the unlikely Republican standing up to Trump's voter fraud lies,711
652,52,4.0,conservative_filtered_nov20,National Democratic Party official suggests re-education for Trump supporters: 'How do you deprogram 75 million people?',39
653,53,4.0,politics_filtered_nov21,'Call His Bluff': Edward Norton's Viral Message On Trump,4296
654,54,5.0,politics_filtered_nov21,"Trump attacks big Pharma, announces programs to lower drug prices",28
655,55,3.0,politics_filtered_nov20,Biden campaign sees no legal basis for overturning Michigan result,411
656,56,1.0,politics_filtered_nov20,Democrats send letter to GSA head Emily Murphy demanding to know why the Biden-Harris transition has not begun,2410
657,57,4.0,conservative_filtered_nov21,Bigot: Joe Biden Lackey Wanted to Destroy Amy Coney Barrett Because She's Catholic,17
658,58,2.0,politics_filtered_nov20,"Georgia recount complete, and Biden is still the winner",7811
659,59,1.0,politics_filtered_nov21,Republican Senator Lamar Alexander urges Trump to begin Biden transition,19928
660,60,1.0,politics_filtered_nov21,Biden team solicits donations to fund presidential transition as Trump administration blocks federal money,118
661,61,1.0,politics_filtered_nov20,Donald Trump resigning is the most logical way his presidency could end,321
662,62,1.0,politics_filtered_nov21,Republican leaders swore an oath to defend the Constitution. That means telling Trump it’s over.,3978
663,63,5.0,conservative_filtered_nov21,"BLM, Squad members pushing Dems, Biden to abolish prison",81
664,64,3.0,politics_filtered_nov21,"Battered by failures to reverse Biden win, Trump, allies persist with fraud claims",120
665,65,3.0,conservative_filtered_nov19,Donald Trump Called to Support Michigan Canvassing Board Members After Threats,496
666,66,3.0,politics_filtered_nov20,Trump digs deeper into debunked conspiracy theories instead of embracing reality,170
667,67,3.0,politics_filtered_nov21,Senator Shirkey and Speaker Chatifeld’s names projected on Trump International Hotel,83
668,68,4.0,conservative_filtered_nov20,"Lin Wood Savagely Schools Fox News' Dana Perino, Who Suggested Dominion Should Sue Trump's Legal Team",34
669,69,3.0,politics_filtered_nov20,Trump accuses Pfizer and Moderna of working to stop his re-election,101
670,70,5.0,politics_filtered_nov21,Biden could announce Cabinet picks as soon as next week,81
671,71,1.0,politics_filtered_nov19,"Second stimulus check: GOP will move forward with stimulus once Trump exits, Biden says",9361
672,72,4.0,politics_filtered_nov20,I Grew Up Surrounded By Religious Fanatics. Here's What I Know About Trump Supporters.,91
673,73,3.0,politics_filtered_nov21,"GOP asks Michigan not to certify election results, citing ‘irregularities’ | The move follows speculation that Trump is seeking to persuade Michigan Republicans to override election results",9437
674,74,4.0,politics_filtered_nov20,GA secretary of state: I'm a proud Trump supporter but numbers don't lie,2933
675,75,3.0,politics_filtered_nov21,Republican Resistance Looms in the Senate for Biden’s Nominees,63
676,76,5.0,politics_filtered_nov21,"Biden is considering making Merrick Garland, denied Supreme Court seat, the attorney general",3474
677,77,6.0,conservative_filtered_nov21,Ben Carson credits Trump's action after becoming 'desperately ill' with COVID: 'Saved my life',41
678,78,3.0,politics_filtered_nov21,"Trump campaign ""seeking to disenfranchise Black voters"" with election fraud claims: lawsuit",122
679,79,3.0,politics_filtered_nov21,"A group of Michigan voters are suing the Trump campaign for disenfranchising Black voters, lawsuit alleges",870
680,80,3.0,conservative_filtered_nov19,Sidney Powell: Trump Won in a Landslide and We're Going to Prove It,176
681,81,1.0,politics_filtered_nov21,Twitter says it will give @POTUS account to Biden on Inauguration Day,79006
682,82,4.0,politics_filtered_nov20,"Obama says all Americans ‘should be troubled’ by Trump’s efforts to subvert democracy. ‘I’m less surprised by Donald Trump doing this, he has shown, you know, only a flimsy relationship with the truth,' says Obama",5670
683,83,4.0,politics_filtered_nov21,"Trump’s monumental sulk: president retreats from public eye as Covid ravages US | Two weeks after his defeat, Trump has gone from always present to effectively missing, behavior that many say is an unprecedented and dangerous",809
684,84,4.0,politics_filtered_nov20,Latinas for Trump founder unseated Florida Democrat after ‘shadow candidate’ with his surname entered the race,50923
685,85,3.0,politics_filtered_nov19,New Delays In Final Stage Of Census Could Foil Trump’s Plan To Rig It,321
686,86,4.0,conservative_filtered_nov21,Joe Biden loses it at reporter who asked about kids going back to classrooms - then tells press to leave,224
687,87,3.0,politics_filtered_nov19,Federal judge releases audio of hearing in Trump campaign's Pennsylvania lawsuit,165
688,88,1.0,politics_filtered_nov21,Twitter to Meet With Biden Transition Team on Transfer of Social Media Accounts From Trump Admin,1740
689,89,3.0,politics_filtered_nov20,‘Exhibit Q’: Lawyer Lin Wood Submits that Michigan Is Really Minnesota in Failed Pro-Trump Election Affidavit,792
690,90,1.0,politics_filtered_nov20,Trump May Need to Be Impeached and Removed Before Inauguration Day,54824
691,91,5.0,politics_filtered_nov20,Count on Biden to Restore the National Monuments Trump Trashed,128
692,92,4.0,conservative_filtered_nov20,Catholic Bishop: 'I Beg Mr. Biden to Repent of His Dissent From Catholic Teaching on Abortion &amp; Marriage',74
693,93,4.0,politics_filtered_nov21,Impeach the president again — Removal from office wouldn’t be the goal this time. It would be to prevent Trump from running again.,2024
694,94,8.0,politics_filtered_nov21,"With Trump sabotaging American democracy, the Russians don’t need to interfere",2317
695,95,4.0,politics_filtered_nov19,Report: Trump reached out to GOP Wayne County canvassers who are now looking to reverse decision,6493
696,96,1.0,politics_filtered_nov20,"Democrats lose patience with GSA's Biden transition delay, demand answers",592
697,97,6.0,politics_filtered_nov21,Trump Chooses Golf Over Virtual COVID-19 Meeting With World Leaders,195
698,98,5.0,politics_filtered_nov20,Why Trump Should Not Have Access to U.S. Intelligence After January 20,16927
699,99,6.0,politics_filtered_nov21,Trump does not participate in G-20 event on global pandemic preparedness,298
700,100,3.0,politics_filtered_nov21,Trump supporters plan D.C. rally two days before electoral college votes are cast,288
701,101,,politics_filtered_nov20,Is Trump Trying to Take the Economy Down With Him? | His Treasury secretary is shackling the nation’s central bank and closing an emergency program for local governments.,135
702,102,3.0,politics_filtered_nov21,Michigan group sues Trump campaign for alleged mass voter suppression,62287
703,103,,politics_filtered_nov19,Georgia's Republican Secretary of State and his wife received texts telling them they deserve 'to face a firing squad' as Trump escalated his attacks on election results,1234
704,104,3.0,conservative_filtered_nov20,Trump Campaign Lawyers: There is a Pattern of Planned Voter Fraud in Multiple States,317
705,105,3.0,conservative_filtered_nov19,"Trump Campaign Withdraws Lawsuit in Michigan After Wayne County 'Relief,' Says Giuliani",48
706,106,3.0,conservative_filtered_nov20,Mitt Romney issues scathing statement condemning President Trump's voter fraud claims,27
707,107,4.0,conservative_filtered_nov19,Trump To Release “Clear Path To Victory” Today At High Noon!,383
708,108,3.0,conservative_filtered_nov21,Whoa: Nearly a Third of Democrats Believe the Election Was Stolen From Trump,150
709,109,8.0,conservative_filtered_nov20,"New Senate report purportedly 'confirms' Biden family's business ties to Chinese, Russian governments",307
710,110,3.0,conservative_filtered_nov20,"Trump lawyers lay out voter fraud cases in Pennsylvania, Michigan and Wisconsin",96
711,111,3.0,politics_filtered_nov19,Detroit Asks Court to Issue Sanction After Trump Campaign Lawyer Used Court Filing to ‘Spread Disinformation’,72
712,112,2.0,politics_filtered_nov21,Michigan election staff recommend certification of Biden win,806
713,113,4.0,politics_filtered_nov20,Trump and Giuliani are the Republican Party,2677
714,114,6.0,conservative_filtered_nov20,Biden vows there will be no national shutdown,43
715,115,4.0,politics_filtered_nov20,"Senate GOP breaks 123-year tradition to pack courts with Trump’s judicial nominees in spite of loss. The latest judge approved by Mitch McConnell &amp; Co. is a 33-year-old lawyer who the Bar Assoc. rated “not qualified""",33002
716,116,4.0,politics_filtered_nov20,Solar Companies Ask Biden To Reverse Trump’s Biggest Blow To The Industry,1105
717,117,1.0,politics_filtered_nov20,Committee Chairs Summon GSA Head On Refusal to Grant Biden-Harris Team Access to Transition Resources,149
718,118,,politics_filtered_nov20,‘It’s Time for the State Bars to Come Get Their People’: Lawyers Eviscerate Trump Campaign’s ‘Nonsensical’ Press Conference,7376
719,119,6.0,politics_filtered_nov21,People Think Mnuchin Accidentally Said Trump Admin’s Most Honest Thing About COVID-19,202
720,120,4.0,conservative_filtered_nov20,Trump campaign lawyer under protection following ‘threats of harm’,36
721,121,5.0,conservative_filtered_nov19,Elizabeth Warren Calls for Biden to ‘Cancel Student Loan Debt for Tens of Millions of Americans’,23
722,122,4.0,politics_filtered_nov20,Trump apparently mistakes parody Twitter account for one run by his sister,87
723,123,4.0,conservative_filtered_nov19,"Ann Coulter: Gee, Why Can’t Trump Accept Defeat Like the Democrats?",37
724,124,3.0,politics_filtered_nov19,Judge rejects Trump supporter’s attempt to block election results,119
725,125,3.0,politics_filtered_nov21,'Certify the Results!': Michigan Lawmakers Blasted for 'Legitimizing a Fascist Coup Attempt' by Meeting With Trump,6225
