,coding,group,title
519,4.0,politics_filtered_nov19,"There's 'not a legal' or political path for Trump to remain in office, says Gore recount lawyer"
520,4.0,politics_filtered_nov20,Trump invites Michigan GOP state lawmakers to White House as legal challenges there fail
521,5.0,politics_filtered_nov20,Joe Biden turns 78 today as he’s about to become the oldest sitting president
522,6.0,politics_filtered_nov21,"Plagued by COVID outbreaks, the meatpacking industry could be forced to change under Biden"
523,4.0,politics_filtered_nov21,"U.S. Sen. Marsha Blackburn, a Trump ally, refers to Biden as 'president-elect'"
524,3.0,conservative_filtered_nov19,Lin Wood bombshell: 'Irrefutable evidence' of fraud in Georgia recount -- Attorney assisting campaign claims Trump won reelection in '70%-plus landslide'
525,3.0,conservative_filtered_nov21,Lawyer working on Trump Pennsylvania effort placed under official protection due to threats
526,7.0,politics_filtered_nov21,"Ivanka Trump: How Dare You Investigate My Father for Tax Fraud, Which He Definitely Didn’t Use Me to Commit"
527,3.0,politics_filtered_nov20,Report: Trump reached out to GOP Wayne County canvassers who are now looking to reverse decision
528,4.0,politics_filtered_nov19,Republican mayor from Michigan: ‘President Trump is deliberately lying to Americans’
529,3.0,conservative_filtered_nov20,Joe Biden Keeps Lead in Georgia After Recount; Giuliani Says Recount ‘Means Nothing’
530,5.0,conservative_filtered_nov20,Elected DNC Member Floats Re-Education Camps for Trump Supporters
531,4.0,conservative_filtered_nov21,"While You Were Focused on The Kraken, the Senate Continued Confirming Trump Federal Judges"
532,2.0,politics_filtered_nov21,Arizona’s largest county certifies Biden win over Trump
533,3.0,conservative_filtered_nov20,Romney: Surprising People Believe Trump's Fraud Claims
534,3.0,conservative_filtered_nov19,Trump Announces a Press Conference and a ‘Viable Path to Victory’
535,2.0,conservative_filtered_nov20,"Georgia recount results: Biden still ahead by 12,000 — but Trump has one last roll of the dice"
536,4.0,politics_filtered_nov19,Trump summons Michigan GOP leaders for extraordinary meeting
537,5.0,politics_filtered_nov20,Donald Trump Undercuts American Democracy as he clings to power
538,3.0,politics_filtered_nov19,"Trump campaign drops Michigan election lawsuit, Rudy Giuliani says"
539,1.0,politics_filtered_nov21,Twitter will transfer presidential accounts to Joe Biden on Inauguration Day
540,4.0,politics_filtered_nov19,Buttigieg: Denying Biden intelligence briefings is about protecting Trump's 'ego'
541,6.0,politics_filtered_nov21,Rudy Giuliani's Son Potentially Exposed Most of Trump's Legal Team to COVID During RNC Press Conference
542,3.0,conservative_filtered_nov19,9 Key Points from Trump Campaign Press Conference on Challenges to Election Results
543,2.0,conservative_filtered_nov20,Lin Wood: President Trump won 400 electoral votes | One America News Network
544,1.0,politics_filtered_nov19,Trump's vaccine team will not brief Biden administration
545,4.0,politics_filtered_nov20,Trump’s press secretary Kayleigh McEnany heckled in briefing: ‘When will you admit you lost?’
546,3.0,conservative_filtered_nov19,'Keep fighting': Second Trump rally in Washington set to protest electoral college vote
547,7.0,politics_filtered_nov20,New York expands Trump tax fraud investigations to include writeoffs: report
548,4.0,politics_filtered_nov19,Trump invites Michigan GOP state lawmakers to White House as legal challenges there fail
549,8.0,conservative_filtered_nov19,One Of Biden’s First Admin Hires Helped Push Through China Trade Bill That Caused ‘Sharp Drop’ In US Jobs
550,4.0,politics_filtered_nov19,‘My Blood Is Boiling’: Ex-GOP Governor Torches Trump For Stonewalling Biden’s Transition
551,1.0,politics_filtered_nov19,Trump's vaccine team will not brief Biden administration: U.S senator
552,4.0,conservative_filtered_nov21,"Catholics sounding alarm about Biden administration, conflicts with moral teachings"
553,4.0,politics_filtered_nov21,Detroit asks judge to sanction Trump campaign for spreading 'disinformation'
554,4.0,politics_filtered_nov19,Duluth airport refused to host Pence event after Trump rally flouted safety rules
555,1.0,conservative_filtered_nov21,Twitter says it will hand control of US president's official account to Joe Biden on January 20 - regardless of whether Donald Trump has left the White House
556,4.0,politics_filtered_nov19,"Giuliani, Trump Legal Team Melt Down In Insane Presser"
557,4.0,politics_filtered_nov19,"We Still Live In 2 Americas, Not 1 - The 2020 election saw more rich people vote for Trump then four years ago, while Joe Biden attracted more poor and low-income voters."
558,4.0,politics_filtered_nov21,Judge slaps down Trump appointee who has sought to reshape Voice of America and related agencies
559,5.0,politics_filtered_nov21,"Merrick Garland Among Biden Candidates For Attorney General, Sources Say"
560,3.0,politics_filtered_nov19,Trump’s Last-Ditch Bid to Steal the Election: Install Loyal Electors
561,5.0,politics_filtered_nov20,A new beginning: We will survive our bad breakup with Donald Trump
562,8.0,politics_filtered_nov21,Trump's defeat by Joe Biden has triggered a huge wave of relief among the United States' European allies
563,5.0,politics_filtered_nov19,Social Security Defenders Tell Biden to Keep Austerity-Obsessed Bruce Reed Far Away From the White House
564,6.0,politics_filtered_nov21,Trump’s failure to work with Biden is becoming more urgent as Covid spreads
565,4.0,politics_filtered_nov20,Trump’s election lawsuits plagued by elementary errors
566,4.0,politics_filtered_nov19,"Mike Shirkey, a Michigan Republican who will meet with Trump, said this week he would not override Biden’s victory."
567,6.0,conservative_filtered_nov21,'No national shutdown': Joe Biden says shutting down the virus will not require a national lockdown
568,3.0,politics_filtered_nov21,Michigan Republican leader is meeting with Trump at White House to discuss coup
569,3.0,conservative_filtered_nov20,"Embarrassing Lapdog Biden Journalists Debase Their Profession in Latest Presser: ""What did you say to Americans, especially immigrant Americans who came to the United States, looking for political stability and are seeing all the things that the President is doing?"""
570,3.0,conservative_filtered_nov20,"Sidney Powell: Absent software fraud, Trump 'had at least 80 million votes'"
571,3.0,conservative_filtered_nov20,Trump Campaign Says It Has Uncovered Enough ‘Fraud’ To Overturn Election Result
572,2.0,politics_filtered_nov21,Georgia Secretary of State Certifies Biden’s Win After Audit
573,3.0,politics_filtered_nov21,A new lawsuit alleges Trump’s effort to overturn Michigan’s election results disenfranchises Black voters
574,3.0,politics_filtered_nov21,Trump’s last-ditch efforts to overturn results fail to make dent in Biden victory
575,3.0,politics_filtered_nov19,Donald Trump mounts all-out assault on election result in Michigan | President calls county officials in attempt to derail Biden victory | Plans to fly Republican lawmakers to meet with him in DC
576,4.0,conservative_filtered_nov19,Dear Joe Biden: are you kidding me? | Erin Brockovich
577,8.0,conservative_filtered_nov21,Ilhan Omar Urges Biden to ‘Reverse’ President Trump’s Middle East Agreements -- Thinks that peace between Israel and Arab nations is a bad thing.
578,3.0,politics_filtered_nov21,Who needs Russia? Loudest attacks on US vote are from Trump
579,4.0,politics_filtered_nov20,Poll: 61 percent of voters say it's important that Trump give concession speech
580,4.0,conservative_filtered_nov20,Satire: Obama: 'Biden Has Touched Us All'
581,1.0,politics_filtered_nov21,"Twitter will hand @POTUS to Biden on Inauguration Day, even if Trump doesn’t concede"
582,3.0,conservative_filtered_nov19,Trump Legal Team Holds Presser: ‘Trump Won In A Landslide. We Are Going To Prove It’ | The Daily Wire
583,5.0,politics_filtered_nov21,The Cabinet Appointments That Really Matter In The Incoming Biden Administration
584,2.0,politics_filtered_nov20,Georgia Secretary of State to certify election for Biden
585,1.0,politics_filtered_nov21,Trump to lose @POTUS Twitter account on January 20
586,5.0,politics_filtered_nov21,A destructive legacy: Trump bids for final hack at environmental protections
587,5.0,politics_filtered_nov21,"Trump considers targeting birthright citizenship with executive order in his last weeks in office, report says"
588,4.0,politics_filtered_nov20,Biden Must Keep His Word and Allow Investigations of Trump to Proceed
589,3.0,politics_filtered_nov19,Trump-Appointed Judge Rejects Lin Wood’s ‘Creative’ Election Lawsuit in Georgia
590,3.0,politics_filtered_nov21,Trump tries to leverage power of office to subvert Biden win
591,2.0,politics_filtered_nov19,"Georgia Releases Hand Recount Results, Affirming Biden's Lead"
592,1.0,politics_filtered_nov19,Trump to Biden transition must start immediately: Chamber of Commerce
593,4.0,politics_filtered_nov20,Detroit Asks Court to Issue Sanction After Trump Campaign Lawyer Used Court Filing to ‘Spread Disinformation’
594,5.0,politics_filtered_nov20,A Trump speechwriter who was sacked in 2018 for meeting white nationalists has been rehired to oversee US Holocaust memorials
595,4.0,politics_filtered_nov21,Trump Campaign Lawyers File New Pennsylvania Motion Which Misspells Governor’s Name
596,3.0,conservative_filtered_nov20,"4th witness, also a Democrat saw perfect black marks on a stack of ballots ... 500 in a row all for Biden"
597,7.0,politics_filtered_nov21,Federal Judge Strikes DOJ from the Docket in E. Jean Carroll’s Case Against Donald Trump
598,4.0,politics_filtered_nov19,Trump campaign's stream of Giuliani press conference includes audio of people mocking him
599,1.0,politics_filtered_nov21,US Chamber of Commerce chief calls on Trump to stop delaying transition to Biden presidency
0,2.0,conservative_filtered_nov21,Lin Wood: President Trump won 400 electoral votes | One America News Network
1,5.0,politics_filtered_nov20,AOC and Cori Bush Join Protest Outside DNC to Push Biden on Climate Action
2,2.0,politics_filtered_nov19,Biden Maintains His Lead Over Trump as Georgia Recount Ends
3,4.0,conservative_filtered_nov21,Trump Touts New Rules to 'End Global Free Loading' of Prescription Drugs
4,6.0,politics_filtered_nov20,Trump Continues To Falsely Downplay COVID After US Death Toll Reaches 250k
5,5.0,politics_filtered_nov21,Latinas for Trump founder unseated Florida Democrat after ‘shadow candidate’ with his surname entered the race
6,3.0,conservative_filtered_nov20,9 Key Points from Trump Campaign Press Conference on Challenges to Election Results
7,3.0,politics_filtered_nov21,Detroit voters sue Donald Trump over unsubstantiated claims of voter fraud
8,5.0,politics_filtered_nov21,Bypassing McConnell: Democrats push Biden to aggressively use executive power
9,7.0,politics_filtered_nov20,"Once Out Of Office, Trump Faces Significant Legal Peril"
10,3.0,conservative_filtered_nov21,Trump lawyers cited Minnesota counties in affidavit about Michigan: report
11,5.0,conservative_filtered_nov20,Biden marks Transgender Day of Remembrance
12,5.0,politics_filtered_nov19,Trump's firing of top election security official unsettles lawmakers
13,2.0,politics_filtered_nov20,"Republican Party sparks backlash with ""Trump won by a landslide"" post: ""What happened to you?"""
14,4.0,politics_filtered_nov20,It’s time for everyone to pick a side: America or President Trump
15,5.0,politics_filtered_nov20,Biden set to meet with democratic leaders on Capitol Hill
16,7.0,politics_filtered_nov20,NY probes Trump consulting payments that reduced his taxes
17,2.0,politics_filtered_nov20,"Georgia election official says hand tally of presidential race is complete, the results affirm Biden’s lead over Trump"
18,4.0,conservative_filtered_nov20,Trump To Release “Clear Path To Victory” Today At High Noon!
19,7.0,politics_filtered_nov20,Tucker Carlson bashes Trump attorney Sidney Powell for lack of evidence in fraud claims: ‘She never sent us any’
20,4.0,politics_filtered_nov21,‘Do they just not care?’ Miami immigrants troubled by surge of Latino support for Trump
21,4.0,politics_filtered_nov21,It’s time for everyone to pick a side: America or President Trump
22,2.0,conservative_filtered_nov20,"Georgia certifies election results, making Biden win official"
23,1.0,politics_filtered_nov21,Twitter says it’s handing @POTUS account over to Joe Biden on Inauguration Day
24,3.0,politics_filtered_nov19,Non-Giuliani Trump Attorneys Admit Trump’s Claims of Election Fraud Are Bullshit
25,4.0,conservative_filtered_nov19,AZ GOP Chair Dr. Kelli Ward Confident Election ‘Will Ultimately Be Decided in Favor of President Donald J. Trump’
26,4.0,politics_filtered_nov21,Most Republicans greet Trump’s push to overturn the election with a customary response: Silence
27,4.0,politics_filtered_nov20,Trump's Stupid Coup—Which Hasn't Failed Yet—Is Distracting Us From What Needs to Be Done
28,4.0,conservative_filtered_nov21,"Obama to produce Netflix series about Trump transition, unclear whether it will include abusing intel agencies to spy on successor"
29,2.0,conservative_filtered_nov20,Georgia Secretary of State Certifies Biden’s Win After Audit
30,3.0,politics_filtered_nov21,"GOP Sen. Blackburn Calls Biden President-Elect, but Later Takes it Back"
31,4.0,politics_filtered_nov20,Donald Trump Is Endangering America's National Security for His Ego
32,3.0,conservative_filtered_nov19,"3rd monitor, a Democrat: ""Hundreds of these ballots seemed impeccable, with no folds or creases. The bubble selections were perfectly made ... only observed selections in black ink, and all happened to be selections for Biden."""
33,3.0,conservative_filtered_nov19,"In Nevada, A Corrupt Cash-For-Votes Scheme Is Hiding In Plain Sight -- In tribal areas, Native American nonprofits illegally offered gift cards, electronics, and other 'prizes' in an effort to get out the vote—for Joe Biden."
34,3.0,conservative_filtered_nov19,"Georgia Republican Poll Watcher Discovered Recount Error Off By More Than 9,000 Votes Wrongly Given To Biden"
35,3.0,politics_filtered_nov20,Trump objects to counting thousands of Wisconsin ballots
36,3.0,politics_filtered_nov21,Pete Buttigieg May Be Contender For Biden’s Cabinet | NBC News NOW
37,3.0,conservative_filtered_nov19,"Sidney Powell: Absent software fraud, Trump 'had at least 80 million votes'"
38,1.0,politics_filtered_nov19,Here’s a Timeline of the Presidential Certification Process That Trump Is Trying to Disrupt
39,3.0,politics_filtered_nov21,"Wall Street Journal Bails on Trump’s ‘Conspiracy Theory,’ Says Giuliani is Not a ‘Serious Practicing Attorney"
40,5.0,conservative_filtered_nov20,Joe Biden stays silent over proposed meeting with BLM founder
41,2.0,conservative_filtered_nov20,Joe Biden Holds Lead in Georgia After Hand Recount
42,2.0,politics_filtered_nov21,Georgia governor certifies presidential electors for Biden
43,2.0,politics_filtered_nov21,Georgia certifies that Joe Biden won the recount
44,4.0,conservative_filtered_nov20,"After Insulting Trump Voters For Years, NYT Writer Complains Reaching Out To Them Is A 'Waste Of Time'"
45,4.0,politics_filtered_nov20,Biden calls Trump ‘most irresponsible president in American history’
46,4.0,politics_filtered_nov21,Trump Is No Longer the Problem. His Army of Followers Is.
47,4.0,conservative_filtered_nov21,"How Christianity Gained Cultural Momentum In The Trump Era -- Some celebrities are not just talking the talk, but they seem to be walking a walk that seems to counter what Hollywood culture promotes and accepts."
48,4.0,politics_filtered_nov21,Trump Is Staging a Comically Incompetent Coup — It would almost be possible to laugh at this debacle if the stakes weren’t so serious.
49,4.0,politics_filtered_nov21,"Most GOP Senators Stay Mum on Trump's Efforts to Challenge Election, After Washington Post Contacted All 53 of Them"
50,1.0,politics_filtered_nov21,"Biden will receive @POTUS Twitter account on Jan. 20 even if Trump doesn't concede, company says"
51,3.0,politics_filtered_nov19,'Integrity still matters': the unlikely Republican standing up to Trump's voter fraud lies
52,4.0,conservative_filtered_nov20,National Democratic Party official suggests re-education for Trump supporters: 'How do you deprogram 75 million people?'
53,4.0,politics_filtered_nov21,'Call His Bluff': Edward Norton's Viral Message On Trump
54,5.0,politics_filtered_nov21,"Trump attacks big Pharma, announces programs to lower drug prices"
55,3.0,politics_filtered_nov20,Biden campaign sees no legal basis for overturning Michigan result
56,1.0,politics_filtered_nov20,Democrats send letter to GSA head Emily Murphy demanding to know why the Biden-Harris transition has not begun
57,4.0,conservative_filtered_nov21,Bigot: Joe Biden Lackey Wanted to Destroy Amy Coney Barrett Because She's Catholic
58,2.0,politics_filtered_nov20,"Georgia recount complete, and Biden is still the winner"
59,1.0,politics_filtered_nov21,Republican Senator Lamar Alexander urges Trump to begin Biden transition
60,1.0,politics_filtered_nov21,Biden team solicits donations to fund presidential transition as Trump administration blocks federal money
61,1.0,politics_filtered_nov20,Donald Trump resigning is the most logical way his presidency could end
62,1.0,politics_filtered_nov21,Republican leaders swore an oath to defend the Constitution. That means telling Trump it’s over.
63,5.0,conservative_filtered_nov21,"BLM, Squad members pushing Dems, Biden to abolish prison"
64,3.0,politics_filtered_nov21,"Battered by failures to reverse Biden win, Trump, allies persist with fraud claims"
65,3.0,conservative_filtered_nov19,Donald Trump Called to Support Michigan Canvassing Board Members After Threats
66,3.0,politics_filtered_nov20,Trump digs deeper into debunked conspiracy theories instead of embracing reality
67,3.0,politics_filtered_nov21,Senator Shirkey and Speaker Chatifeld’s names projected on Trump International Hotel
68,4.0,conservative_filtered_nov20,"Lin Wood Savagely Schools Fox News' Dana Perino, Who Suggested Dominion Should Sue Trump's Legal Team"
69,3.0,politics_filtered_nov20,Trump accuses Pfizer and Moderna of working to stop his re-election
70,5.0,politics_filtered_nov21,Biden could announce Cabinet picks as soon as next week
71,1.0,politics_filtered_nov19,"Second stimulus check: GOP will move forward with stimulus once Trump exits, Biden says"
72,4.0,politics_filtered_nov20,I Grew Up Surrounded By Religious Fanatics. Here's What I Know About Trump Supporters.
73,3.0,politics_filtered_nov21,"GOP asks Michigan not to certify election results, citing ‘irregularities’ | The move follows speculation that Trump is seeking to persuade Michigan Republicans to override election results"
74,4.0,politics_filtered_nov20,GA secretary of state: I'm a proud Trump supporter but numbers don't lie
75,3.0,politics_filtered_nov21,Republican Resistance Looms in the Senate for Biden’s Nominees
76,5.0,politics_filtered_nov21,"Biden is considering making Merrick Garland, denied Supreme Court seat, the attorney general"
77,6.0,conservative_filtered_nov21,Ben Carson credits Trump's action after becoming 'desperately ill' with COVID: 'Saved my life'
78,3.0,politics_filtered_nov21,"Trump campaign ""seeking to disenfranchise Black voters"" with election fraud claims: lawsuit"
79,3.0,politics_filtered_nov21,"A group of Michigan voters are suing the Trump campaign for disenfranchising Black voters, lawsuit alleges"
80,3.0,conservative_filtered_nov19,Sidney Powell: Trump Won in a Landslide and We're Going to Prove It
81,1.0,politics_filtered_nov21,Twitter says it will give @POTUS account to Biden on Inauguration Day
82,4.0,politics_filtered_nov20,"Obama says all Americans ‘should be troubled’ by Trump’s efforts to subvert democracy. ‘I’m less surprised by Donald Trump doing this, he has shown, you know, only a flimsy relationship with the truth,' says Obama"
83,4.0,politics_filtered_nov21,"Trump’s monumental sulk: president retreats from public eye as Covid ravages US | Two weeks after his defeat, Trump has gone from always present to effectively missing, behavior that many say is an unprecedented and dangerous"
84,4.0,politics_filtered_nov20,Latinas for Trump founder unseated Florida Democrat after ‘shadow candidate’ with his surname entered the race
85,3.0,politics_filtered_nov19,New Delays In Final Stage Of Census Could Foil Trump’s Plan To Rig It
86,4.0,conservative_filtered_nov21,Joe Biden loses it at reporter who asked about kids going back to classrooms - then tells press to leave
87,3.0,politics_filtered_nov19,Federal judge releases audio of hearing in Trump campaign's Pennsylvania lawsuit
88,1.0,politics_filtered_nov21,Twitter to Meet With Biden Transition Team on Transfer of Social Media Accounts From Trump Admin
89,3.0,politics_filtered_nov20,‘Exhibit Q’: Lawyer Lin Wood Submits that Michigan Is Really Minnesota in Failed Pro-Trump Election Affidavit
90,1.0,politics_filtered_nov20,Trump May Need to Be Impeached and Removed Before Inauguration Day
91,5.0,politics_filtered_nov20,Count on Biden to Restore the National Monuments Trump Trashed
92,4.0,conservative_filtered_nov20,Catholic Bishop: 'I Beg Mr. Biden to Repent of His Dissent From Catholic Teaching on Abortion &amp; Marriage'
93,4.0,politics_filtered_nov21,Impeach the president again — Removal from office wouldn’t be the goal this time. It would be to prevent Trump from running again.
94,8.0,politics_filtered_nov21,"With Trump sabotaging American democracy, the Russians don’t need to interfere"
95,4.0,politics_filtered_nov19,Report: Trump reached out to GOP Wayne County canvassers who are now looking to reverse decision
96,1.0,politics_filtered_nov20,"Democrats lose patience with GSA's Biden transition delay, demand answers"
97,6.0,politics_filtered_nov21,Trump Chooses Golf Over Virtual COVID-19 Meeting With World Leaders
98,5.0,politics_filtered_nov20,Why Trump Should Not Have Access to U.S. Intelligence After January 20
99,6.0,politics_filtered_nov21,Trump does not participate in G-20 event on global pandemic preparedness
100,3.0,politics_filtered_nov21,Trump supporters plan D.C. rally two days before electoral college votes are cast
101,,politics_filtered_nov20,Is Trump Trying to Take the Economy Down With Him? | His Treasury secretary is shackling the nation’s central bank and closing an emergency program for local governments.
102,3.0,politics_filtered_nov21,Michigan group sues Trump campaign for alleged mass voter suppression
103,,politics_filtered_nov19,Georgia's Republican Secretary of State and his wife received texts telling them they deserve 'to face a firing squad' as Trump escalated his attacks on election results
104,3.0,conservative_filtered_nov20,Trump Campaign Lawyers: There is a Pattern of Planned Voter Fraud in Multiple States
105,3.0,conservative_filtered_nov19,"Trump Campaign Withdraws Lawsuit in Michigan After Wayne County 'Relief,' Says Giuliani"
106,3.0,conservative_filtered_nov20,Mitt Romney issues scathing statement condemning President Trump's voter fraud claims
107,4.0,conservative_filtered_nov19,Trump To Release “Clear Path To Victory” Today At High Noon!
108,3.0,conservative_filtered_nov21,Whoa: Nearly a Third of Democrats Believe the Election Was Stolen From Trump
109,8.0,conservative_filtered_nov20,"New Senate report purportedly 'confirms' Biden family's business ties to Chinese, Russian governments"
110,3.0,conservative_filtered_nov20,"Trump lawyers lay out voter fraud cases in Pennsylvania, Michigan and Wisconsin"
111,3.0,politics_filtered_nov19,Detroit Asks Court to Issue Sanction After Trump Campaign Lawyer Used Court Filing to ‘Spread Disinformation’
112,2.0,politics_filtered_nov21,Michigan election staff recommend certification of Biden win
113,4.0,politics_filtered_nov20,Trump and Giuliani are the Republican Party
114,6.0,conservative_filtered_nov20,Biden vows there will be no national shutdown
115,4.0,politics_filtered_nov20,"Senate GOP breaks 123-year tradition to pack courts with Trump’s judicial nominees in spite of loss. The latest judge approved by Mitch McConnell &amp; Co. is a 33-year-old lawyer who the Bar Assoc. rated “not qualified"""
116,4.0,politics_filtered_nov20,Solar Companies Ask Biden To Reverse Trump’s Biggest Blow To The Industry
117,1.0,politics_filtered_nov20,Committee Chairs Summon GSA Head On Refusal to Grant Biden-Harris Team Access to Transition Resources
118,,politics_filtered_nov20,‘It’s Time for the State Bars to Come Get Their People’: Lawyers Eviscerate Trump Campaign’s ‘Nonsensical’ Press Conference
119,6.0,politics_filtered_nov21,People Think Mnuchin Accidentally Said Trump Admin’s Most Honest Thing About COVID-19
120,4.0,conservative_filtered_nov20,Trump campaign lawyer under protection following ‘threats of harm’
121,5.0,conservative_filtered_nov19,Elizabeth Warren Calls for Biden to ‘Cancel Student Loan Debt for Tens of Millions of Americans’
122,4.0,politics_filtered_nov20,Trump apparently mistakes parody Twitter account for one run by his sister
123,4.0,conservative_filtered_nov19,"Ann Coulter: Gee, Why Can’t Trump Accept Defeat Like the Democrats?"
124,3.0,politics_filtered_nov19,Judge rejects Trump supporter’s attempt to block election results
125,3.0,politics_filtered_nov21,'Certify the Results!': Michigan Lawmakers Blasted for 'Legitimizing a Fascist Coup Attempt' by Meeting With Trump
126,3.0,politics_filtered_nov20,Trump Camp Outraged Georgia Recount Counted The Votes
127,4.0,conservative_filtered_nov20,Intimidation Tactics Against Trump Lawyers Undermine Justice
128,4.0,politics_filtered_nov21,Trump's 'Death Star' strategy: Forcing a fight over states' electors
129,1.0,politics_filtered_nov20,The Case for Prosecuting Trump
130,3.0,politics_filtered_nov21,Trump steps on Michigan lawmakers' message in tweets after meeting
131,2.0,politics_filtered_nov19,Georgia expected to release results of Trump-Biden hand recount
132,5.0,politics_filtered_nov19,Trump Has Slashed Jobs At Nearly Every Federal Agency; Biden Promises a Reversal
133,7.0,politics_filtered_nov20,New York AG probes consulting payments to Ivanka that reduced Donald Trump's taxes
134,5.0,politics_filtered_nov19,Joe Biden says stimulus package stalled because Republicans fear retribution from Trump
135,4.0,politics_filtered_nov19,The Only Way for Biden to ‘Move the Country Forward’ Is To Hold Trump To Account for his
136,6.0,politics_filtered_nov19,"Trump remains silent as US passes 250,000 COVID-19 deaths"
137,4.0,conservative_filtered_nov20,"New York Times op-ed admits 'Trump was right,' Democrats 'wrong,' about keeping schools open ""Some things are true even though President Trump says them"""
138,4.0,politics_filtered_nov21,Trump’s last-ditch efforts to overturn results fail to make dent in Biden victory
139,4.0,conservative_filtered_nov19,"If Biden Can Take Power by Fraud, Our Republic Has Abolished Itself"
140,4.0,conservative_filtered_nov21,Nancy Pelosi calls Trump a 'Psychopathic Nut'
141,4.0,conservative_filtered_nov20,Do Trump’s Lawyers Know What They Are Doing?
142,3.0,conservative_filtered_nov19,Trump Campaign Requests Recount of Key Counties in Wisconsin
143,4.0,conservative_filtered_nov21,Chris Evans and Zach Braff Encourage Keeping Track of Trump ‘Enablers’
144,5.0,politics_filtered_nov21,"Rahm Emanuel Reportedly Being Considered for Biden's Cabinet, a Choice That Would Be a Slap in the Face to Black Voters"
145,2.0,politics_filtered_nov19,Biden approaches 80 million votes in historic victory
146,4.0,conservative_filtered_nov19,A Bad Sign? Trump Holds Blowout Clearance Sale On MAGA Hats
147,4.0,politics_filtered_nov21,"The Trump campaign’s much-hyped affidavit features a big, glaring error"
148,2.0,conservative_filtered_nov19,"Ga. GOP: Biden got 9,626 votes in Dekalb County by mistake"
149,2.0,politics_filtered_nov20,Joe Biden confirmed as Georgia winner after recount
150,4.0,conservative_filtered_nov20,Atlanta Mayor Suggests Trump Would ‘Eat His Own Children’ To Advance Agenda | The Daily Wire
151,4.0,politics_filtered_nov19,Trump shared a video that featured a former administrator of QAnon's fringe message board spreading election misinformation
152,3.0,conservative_filtered_nov20,Tucker Carlson Unloads On Trump Lawyer Sidney Powell Over Wild Election Claims: The Truth Matters
153,5.0,conservative_filtered_nov20,Report: Biden’s proposed gun control plan could hit gun owners with $34 billion in taxes
154,4.0,conservative_filtered_nov20,Trump Legal Adviser Jenna Ellis Rips Media: ‘You Are Not Unbiased Jurors’
155,6.0,politics_filtered_nov21,"As world leaders meet to talk pandemic, Trump checks out and hits the links"
156,3.0,politics_filtered_nov20,Romney accuses Trump of trying to ‘subvert the will of the people’ with election challenges
157,3.0,politics_filtered_nov20,Trump’s Attempts to Overturn the Election Are Unparalleled in U.S. History
158,6.0,politics_filtered_nov19,"Trump boasts coronavirus mortality rate is ‘85% down’ as US death toll hits 250,000"
159,6.0,politics_filtered_nov19,Whoopi Goldberg blasts Trump over COVID-19 spike: 'This blood is on his hands'
160,4.0,politics_filtered_nov20,Shirkey and Chatfield: Your meeting with Trump is dangerous
0,1.0,politics_filtered_nov21,Trump's emotional state is 'quite fragile' after election loss
1,1.0,politics_filtered_nov19,Chamber of Commerce CEO Tom Donohue urges Trump to not delay transition to Biden 'a moment longer'
2,1.0,politics_filtered_nov21,Twitter will hand @POTUS account to Biden on Inauguration Day
3,1.0,politics_filtered_nov21,Sen. Graham says Biden should have access to classified intelligence briefings
4,1.0,politics_filtered_nov20,Republican Senator Lamar Alexander urges Trump to begin Biden transition
5,1.0,politics_filtered_nov21,"Blocked by Trump, Biden forced to use transition workarounds"
6,1.0,politics_filtered_nov21,Biden will receive @POTUS Twitter account even if Trump refuses to concede
7,1.0,politics_filtered_nov21,"Business and World Leaders Move On as Trump Fights to Reverse Election | President-elect Joseph R. Biden Jr. is seizing the moment, not to aggressively confront the president he defeated, but to act presidential in his stead."
8,1.0,politics_filtered_nov21,Conservative News Site Warns Trump: 'Concede And Move On'
9,1.0,politics_filtered_nov20,Maryland Gov. Hogan: Trump’s refusal help Biden transition team is ‘outrageous’
10,1.0,politics_filtered_nov19,The next step is to start ignoring Trump altogether
11,2.0,politics_filtered_nov19,"Georgia recount confirms Biden victory over Trump, says state election official"
12,2.0,politics_filtered_nov19,Georgia election official says hand tally of presidential race affirms Biden’s lead over Trump
13,2.0,politics_filtered_nov21,Biden's popular vote lead over Trump stretches to more than 6m
14,2.0,politics_filtered_nov20,Georgia certifies Biden as state's 2020 winner
15,2.0,politics_filtered_nov21,Biden's margin of victory widens as Trump's subversion efforts grow more frantic
16,2.0,conservative_filtered_nov19,Georgia Audit Catches Third Batch Of Uncounted Votes Favoring Trump
17,2.0,politics_filtered_nov19,"JUST IN: Georgia Republican Secretary Of State Says ‘No Doubt’ Biden Won, Will Move To Certify Vote"
18,2.0,conservative_filtered_nov19,"Michigan, 6:31 AM, 150,000 votes, 96% for Biden...nothing to see here"
19,2.0,politics_filtered_nov19,Georgia Recount Confirms Biden Victory
20,2.0,politics_filtered_nov19,"Georgia election official says hand tally of presidential race is complete, the results affirm Biden’s lead over Trump"
21,2.0,politics_filtered_nov19,Georgia manual recount confirms Biden victory
22,2.0,politics_filtered_nov21,Trump Camp Outraged Georgia Recount Counted The Votes
23,2.0,politics_filtered_nov21,Trump options narrow as Michigan backs Biden win
24,2.0,conservative_filtered_nov20,"4th Georgia County Finds Memory Card With Uncounted Votes, Most for Biden"
25,3.0,politics_filtered_nov20,Why Michigan’s Top Legislators Should Cancel that Meeting with Trump
